"table","id","type","display_name","stars","name_id","description_id","dlc_flag","race_lock","model","buy","sell","tp","stp"
"costume_bottom_item.idb","486","0x5","Santa Costume (Custom)","3","0x1e9","0x1e9","0x3c","0xff","1348","0","15000","0","0"
"costume_bottom_item.idb","495","0x1","Golden Frieza Suit","5","0x1f2","0x1f2","0x3d","0xff","1414","0","50000","0","0"
"costume_bottom_item.idb","497","0x1","Spopovich's Clothes","5","0x1f4","0x1f4","0x3e","0xff","1403","0","50000","300","300"
"costume_bottom_item.idb","498","0x5","Gohan's High School Clothes (Custom)","3","0x1f5","0x1f5","0x3e","0xff","1353","0","0","0","0"
"costume_bottom_item.idb","499","0x5","Karinga Tribe Costume (Custom)","3","0x1f6","0x1f6","0x3e","0xff","1354","0","15000","100","100"
"costume_bottom_item.idb","500","0x5","GT Trunks's Clothes (Custom)","3","0x1f7","0x1f7","0x3e","0xff","1355","0","15000","0","100"
"costume_bottom_item.idb","501","0x5","General Blue Costume (Custom)","3","0x1f8","0x1f8","0x3e","0xff","1356","0","15000","0","0"
"costume_bottom_item.idb","502","0x5","Vegeta's Normal Clothes (Custom)","3","0x1f9","0x1f9","0x3e","0xff","1357","0","0","0","0"
"costume_bottom_item.idb","503","0x5","Goku's Damaged Turtle Hermit Gi (Custom)","3","0x1fa","0x1fa","0x3e","0xff","1358","0","0","0","0"
"costume_bottom_item.idb","504","0x5","Zangya's Clothes (Custom)","3","0x1fb","0x1fb","0x3e","0x8a","1359","0","15000","0","0"
"costume_bottom_item.idb","600","0x1","Battle Armor (Cell Saga Vegeta)","5","0x214","0x214","0x5","0x5","968","0","1000","5","10"
"costume_bottom_item.idb","601","0x5","Battle Armor (Cell Saga Vegeta)","5","0x215","0x215","0x5","0x5","969","0","1000","5","10"
"costume_bottom_item.idb","602","0x1","Future Gohan's Gi","5","0x217","0x217","0x5","0x5","980","0","1000","5","10"
"costume_bottom_item.idb","603","0x1","Yurin's Gi","5","0x218","0x218","0x5","0x8a","968","0","1000","5","10"
"costume_gloves_item.idb","0","0x2","Goku's Turtle Hermit Gi","1","0x0","0x0","0xffff","0xff","500","0","1500","10","10"
"costume_gloves_item.idb","1","0x2","Goku's Turtle Hermit Gi (King Kai)","2","0x1","0x1","0xffff","0xff","500","0","3000","20","20"
"costume_gloves_item.idb","2","0x2","Goku's Turtle Hermit Gi (Go)","3","0x2","0x2","0xffff","0xff","500","0","8000","30","30"
"costume_gloves_item.idb","3","0x2","Goku's Turtle Hermit Gi (No Character)","4","0x3","0x3","0x1d","0xff","503","0","15000","40","40"
"costume_gloves_item.idb","4","0x2","Yamcha's Turtle Hermit Gi","1","0x4","0x4","0xffff","0xff","500","1600","800","1","1"
"costume_gloves_item.idb","6","0x2","GT Goku's Gi","5","0x6","0x6","0x1d","0xff","505","0","40000","50","50"
"costume_gloves_item.idb","7","0x2","Tien Shinhan's Gi","2","0x7","0x7","0x1d","0xff","506","8000","4000","2","2"
"costume_gloves_item.idb","11","0x2","Demon Clothes (Gohan, Kid)","1","0xb","0xb","0xffff","0xff","510","3000","1500","1","1"
"costume_gloves_item.idb","12","0x2","Battle Suit (Raditz)","1","0xc","0xc","0xffff","0xff","511","1800","900","1","1"
"costume_gloves_item.idb","13","0x2","Battle Suit (Nappa)","2","0xd","0xe","0xffff","0xff","512","4000","2000","2","2"
"costume_gloves_item.idb","14","0x2","Battle Suit (Vegeta, on entry)","2","0xe","0xf","0xffff","0xff","513","4400","2200","2","2"
"costume_gloves_item.idb","15","0x2","Battle Suit (Frieza Saga Vegeta)","3","0xf","0x10","0xffff","0xff","513","10000","5000","3","3"
"costume_gloves_item.idb","16","0x2","Battle Suit (Gohan)","2","0x10","0x11","0xffff","0xff","513","9600","4800","2","2"
"costume_gloves_item.idb","17","0x2","Battle Suit (Krillin)","2","0x11","0x12","0xffff","0xff","513","9600","4800","2","2"
"costume_gloves_item.idb","18","0x2","Training Suit","2","0x12","0x13","0x1d","0xff","513","9800","4900","2","2"
"costume_gloves_item.idb","19","0x2","Battle Suit (Bardock)","5","0x13","0x14","0x1d","0xff","518","60000","30000","5","5"
"costume_gloves_item.idb","20","0x2","Battle Suit (Ginyu Force White)","3","0x14","0x15","0xffff","0xff","513","10000","5000","3","3"
"costume_gloves_item.idb","21","0x2","Battle Suit (Ginyu Force Black)","3","0x15","0x16","0xffff","0xff","520","10000","5000","3","3"
"costume_gloves_item.idb","22","0x2","Battle Suit (Cooler's Armored Squadron)","3","0x16","0x17","0xffff","0xff","513","12000","6000","3","3"
"costume_gloves_item.idb","23","0x2","Battle Suit (Turles)","4","0x17","0x18","0xffff","0xff","522","40000","20000","4","4"
"costume_gloves_item.idb","26","0x2","Beerus' Clothes","5","0x1a","0x1b","0x1d","0xff","525","80000","40000","5","5"
"costume_gloves_item.idb","28","0x2","Majin Buu's Clothes","3","0x1c","0x1d","0xffff","0xff","527","0","10000","0","0"
"costume_gloves_item.idb","31","0x2","Android 16's Clothes","4","0x1f","0x20","0x1d","0xff","603","0","8000","40","40"
"costume_gloves_item.idb","32","0x2","Videl's Clothes","1","0x20","0x21","0x1d","0xff","528","7000","3500","1","1"
"costume_gloves_item.idb","34","0x2","Broly's Clothes","5","0x22","0x23","0x1d","0xff","530","0","40000","50","50"
"costume_gloves_item.idb","35","0x2","Vegito's Clothes","5","0x23","0x24","0x1d","0xff","513","0","42000","50","50"
"costume_gloves_item.idb","36","0x2","Gogeta's Clothes","5","0x24","0x24","0x1d","0xff","532","0","40000","50","50"
"costume_gloves_item.idb","37","0x2","Super 17's Clothes","4","0x25","0x25","0x1d","0xff","533","0","25000","40","40"
"costume_gloves_item.idb","38","0x2","Pan's Clothes","3","0x26","0x26","0x1d","0xff","534","0","8000","30","30"
"costume_gloves_item.idb","39","0x2","Great Saiyaman Suit","4","0x27","0x27","0xffff","0xff","604","38000","19000","4","4"
"costume_gloves_item.idb","40","0x2","Yamcha's Clothes","3","0x28","0x28","0xffff","0xff","605","0","9000","15","15"
"costume_gloves_item.idb","45","0x2","Kid Chi-Chi's Clothes","3","0x2d","0x2d","0x1d","0x8a","610","0","7500","0","0"
"costume_gloves_item.idb","46","0x2","Ox King's Clothes","3","0x2e","0x2e","0xffff","0x75","611","0","8500","0","0"
"costume_gloves_item.idb","49","0x2","Murasaki-style Ninja Suit","2","0x31","0x31","0x1d","0x8a","614","0","8000","0","0"
"costume_gloves_item.idb","50","0x2","Lord Slug's Clothes","4","0x32","0x32","0x1d","0xff","615","20000","10000","4","4"
"costume_gloves_item.idb","52","0x2","Karinga Tribe Costume","2","0x34","0x34","0xffff","0x8a","617","0","750","0","0"
"costume_gloves_item.idb","53","0x2","Saiyuki Costume","4","0x35","0x35","0xffff","0xff","619","0","20000","0","0"
"costume_gloves_item.idb","54","0x2","Wild Rider Suit","3","0x36","0x36","0x1d","0xff","620","0","32500","0","0"
"costume_gloves_item.idb","55","0x2","Android 18's Clothes (Casual)","3","0x37","0x37","0x1d","0xff","621","0","2000","30","30"
"costume_gloves_item.idb","56","0x2","GT Trunks' Clothes","3","0x38","0x38","0xffff","0xff","622","0","7500","15","15"
"costume_gloves_item.idb","57","0x2","Launch Costume","3","0x39","0x39","0xffff","0x8a","623","0","15000","0","0"
"costume_gloves_item.idb","60","0x2","Chi-Chi Costume","1","0x3c","0x3c","0xffff","0x8a","626","0","800","0","0"
"costume_gloves_item.idb","62","0x2","Bandages the Mummy Costume","2","0x3e","0x3e","0x1d","0xff","628","0","5000","0","0"
"costume_gloves_item.idb","65","0x6","Uniform","1","0x41","0x41","0xffff","0xf","300","400","200","0","0"
"costume_gloves_item.idb","66","0x6","Ultimate Turtle Hermit Costume","3","0x42","0x42","0xffff","0xf","301","10000","5000","3","3"
"costume_gloves_item.idb","67","0x6","Training Temple Gi","2","0x43","0x43","0xffff","0xf","302","2000","1000","2","2"
"costume_gloves_item.idb","69","0x6","Pilot Suit","4","0x45","0x45","0x1d","0xf","305","30000","15000","4","4"
"costume_gloves_item.idb","70","0x6","4-Star Dragon Ball Costume","5","0x46","0x46","0x1d","0xf","306","50000","25000","5","5"
"costume_gloves_item.idb","74","0x6","School Uniform (Female)","3","0x4a","0x4a","0x1d","0xa","303","18000","9000","3","3"
"costume_gloves_item.idb","77","0x6","Battle Suit","1","0x4d","0x4d","0xffff","0x10","300","400","200","0","0"
"costume_gloves_item.idb","78","0x6","Shingi Demon Battle Suit","2","0x4e","0x4e","0xffff","0x10","302","2000","1000","2","2"
"costume_gloves_item.idb","79","0x6","Evil Sorceror Battle Tools","3","0x4f","0x4f","0xffff","0x10","303","10000","5000","3","3"
"costume_gloves_item.idb","80","0x6","Narak Warrior's Costume","3","0x50","0x50","0x1d","0x10","304","12000","6000","3","3"
"costume_gloves_item.idb","81","0x6","Ancient Katas' Battle Costume","4","0x51","0x51","0x1d","0x10","305","30000","15000","4","4"
"costume_gloves_item.idb","82","0x6","New Hide Battle Costume","5","0x52","0x52","0x1d","0x10","306","50000","25000","5","5"
"costume_gloves_item.idb","83","0x6","Bio Suit","1","0x53","0x53","0xffff","0x20","300","400","200","0","0"
"costume_gloves_item.idb","84","0x6","Hero Suit","2","0x54","0x54","0xffff","0x20","301","2000","1000","2","2"
"costume_gloves_item.idb","85","0x6","Elite Suit","3","0x55","0x55","0xffff","0x20","302","10000","5000","3","3"
"costume_gloves_item.idb","86","0x6","Berserker Suit","3","0x56","0x56","0x1d","0x20","303","12000","6000","3","3"
"costume_gloves_item.idb","87","0x6","Ultimate F Suit","4","0x57","0x57","0x1d","0x20","304","25000","12500","4","4"
"costume_gloves_item.idb","88","0x6","Cosmic Suit","4","0x58","0x58","0x1d","0x20","305","30000","15000","4","4"
"costume_gloves_item.idb","89","0x6","Z Fighting Suit","5","0x59","0x59","0x1d","0x20","306","50000","25000","5","5"
"costume_gloves_item.idb","90","0x6","Buu-gi","1","0x5a","0x5a","0xffff","0xc0","301","400","200","0","0"
"costume_gloves_item.idb","91","0x6","Buu-gi Gravity","2","0x5b","0x5b","0xffff","0xc0","302","2000","1000","2","2"
"costume_gloves_item.idb","92","0x6","Dyno Woo-gi","3","0x5c","0x5c","0xffff","0xc0","303","10000","5000","3","3"
"costume_gloves_item.idb","93","0x6","Dynamic Strong Suit","4","0x5d","0x5d","0x1d","0xc0","304","25000","12500","4","4"
"costume_gloves_item.idb","94","0x6","Fun Suit","4","0x5e","0x5e","0x1d","0xc0","305","30000","15000","4","4"
"costume_gloves_item.idb","95","0x6","Light Heart Suit","5","0x5f","0x5f","0x1d","0xc0","306","50000","25000","5","5"
"costume_gloves_item.idb","103","0x2","Gold Battle Suit","5","0x6c","0x6c","0xffff","0xff","700","0","20000","0","0"
"costume_gloves_item.idb","104","0x2","Crystal Battle Suit","5","0x6d","0x6d","0xffff","0xff","701","0","20000","0","0"
"costume_gloves_item.idb","106","0x2","Mira's Clothes","4","0x6f","0x6f","0x1d","0x75","703","50000","25000","4","4"
"costume_gloves_item.idb","108","0x2","Whis Symbol Gi","5","0x71","0x71","0x1d","0xff","705","0","22000","50","50"
"costume_gloves_item.idb","110","0x2","Whis Symbol Battle Suit","5","0x73","0x73","0x1d","0xff","707","0","22000","50","50"
"costume_gloves_item.idb","123","0x2","Orange Star High School Outfit","1","0x7f","0x7f","0x1d","0xff","551","1000","500","1","1"
"costume_gloves_item.idb","124","0x2","Jaco Suit","4","0x80","0x80","0xffff","0xff","552","0","18000","0","0"
"costume_gloves_item.idb","126","0x2","Battle Suit (King Vegeta)","4","0x82","0x82","0x1d","0xff","554","40000","20000","4","4"
"costume_gloves_item.idb","127","0x2","Mutaito's Gi","4","0x83","0x83","0xffff","0xff","650","0","17000","20","20"
"costume_gloves_item.idb","131","0x2","Majuub's Clothes","5","0x87","0x87","0xffff","0xff","654","0","24000","0","0"
"costume_gloves_item.idb","132","0x2","Yamcha's Baseball Uniform","3","0x88","0x88","0x1d","0xff","655","0","8000","30","30"
"costume_gloves_item.idb","134","0x2","Super Baby 2's Clothes","5","0x8a","0x8a","0xffff","0xff","657","0","25000","0","0"
"costume_gloves_item.idb","135","0x2","GT Vegeta's Clothes","4","0x8b","0x8b","0x1d","0xff","658","0","14000","40","40"
"costume_gloves_item.idb","141","0x2","Gohan's Gi (Adult)","4","0x91","0x91","0x1d","0xff","664","0","15000","40","40"
"costume_gloves_item.idb","145","0x2","Frieza's Suit (Final Form)","4","0x95","0x95","0x1d","0xff","668","0","17500","40","40"
"costume_gloves_item.idb","146","0x2","Battle Suit (Fasha)","4","0x96","0x96","0xffff","0xff","669","0","17500","20","20"
"costume_gloves_item.idb","147","0x6","Gi (Turtle)","4","0x97","0x97","0xffff","0xff","350","0","13500","15","15"
"costume_gloves_item.idb","148","0x6","Gi (Crane)","4","0x98","0x98","0xffff","0xff","351","0","13500","15","15"
"costume_gloves_item.idb","149","0x6","Gi (Demon)","4","0x99","0x99","0xffff","0xff","352","0","13500","0","0"
"costume_gloves_item.idb","150","0x6","Gi (Ginyu Force)","4","0x9a","0x9a","0xffff","0xff","353","0","13500","0","0"
"costume_gloves_item.idb","151","0x6","Gi (Red Ribbon Army)","4","0x9b","0x9b","0xffff","0xff","354","0","13500","15","15"
"costume_gloves_item.idb","152","0x6","Gi (CC)","4","0x9c","0x9c","0xffff","0xff","355","0","13500","0","0"
"costume_gloves_item.idb","153","0x6","Ninja Suit (Turtle)","2","0x9d","0x9d","0xffff","0x8a","360","0","1900","5","5"
"costume_gloves_item.idb","154","0x6","Ninja Suit (Crane)","2","0x9e","0x9e","0xffff","0x8a","361","0","1900","5","5"
"costume_gloves_item.idb","155","0x6","Ninja Suit (Demon)","2","0x9f","0x9f","0xffff","0x8a","362","0","1900","0","0"
"costume_gloves_item.idb","156","0x6","Ninja Suit (Ginyu Force)","2","0xa0","0xa0","0xffff","0x8a","363","0","1900","0","0"
"costume_gloves_item.idb","157","0x6","Ninja Suit (Red Ribbon Army)","2","0xa1","0xa1","0xffff","0x8a","364","0","1900","5","5"
"costume_gloves_item.idb","158","0x6","Ninja Suit (CC)","2","0xa2","0xa2","0xffff","0x8a","365","0","1900","20","20"
"costume_gloves_item.idb","159","0x6","Battle Suit (Turtle)","3","0xa3","0xa3","0xffff","0xff","370","0","9000","10","10"
"costume_gloves_item.idb","160","0x6","Battle Suit (Crane)","3","0xa4","0xa4","0xffff","0xff","371","0","9000","10","10"
"costume_gloves_item.idb","161","0x6","Battle Suit (Demon)","3","0xa5","0xa5","0xffff","0xff","372","0","9000","0","0"
"costume_gloves_item.idb","162","0x6","Battle Suit (Ginyu Force)","3","0xa6","0xa6","0xffff","0xff","373","0","9000","0","0"
"costume_gloves_item.idb","163","0x6","Battle Suit (Red Ribbon Army)","3","0xa7","0xa7","0xffff","0xff","374","0","9000","10","10"
"costume_gloves_item.idb","164","0x6","Battle Suit (CC)","3","0xa8","0xa8","0x1d","0xff","375","0","9000","30","30"
"costume_gloves_item.idb","171","0x6","Baseball Uniform (Turtle)","2","0xaf","0xaf","0xffff","0xff","390","0","1500","5","5"
"costume_gloves_item.idb","172","0x6","Baseball Uniform (Crane)","2","0xb0","0xb0","0xffff","0xff","391","0","1500","5","5"
"costume_gloves_item.idb","173","0x6","Baseball Uniform (Demon)","2","0xb1","0xb1","0xffff","0xff","392","0","1500","0","0"
"costume_gloves_item.idb","174","0x6","Baseball Uniform (Ginyu Force)","2","0xb2","0xb2","0xffff","0xff","393","0","1500","0","0"
"costume_gloves_item.idb","175","0x6","Baseball Uniform (RR Army)","2","0xb3","0xb3","0xffff","0xff","394","0","1500","5","5"
"costume_gloves_item.idb","176","0x6","Baseball Uniform (CC)","2","0xb4","0xb4","0xffff","0xff","395","0","1500","20","20"
"costume_gloves_item.idb","183","0x6","Hero Suit (Turtle)","2","0xbb","0xbb","0xffff","0xff","410","0","2250","5","5"
"costume_gloves_item.idb","184","0x6","Hero Suit (Crane)","2","0xbc","0xbc","0xffff","0xff","411","0","2250","5","5"
"costume_gloves_item.idb","185","0x6","Hero Suit (Demon)","2","0xbd","0xbd","0xffff","0xff","412","0","2250","0","0"
"costume_gloves_item.idb","186","0x6","Hero Suit (Ginyu Force)","2","0xbe","0xbe","0xffff","0xff","413","0","2250","0","0"
"costume_gloves_item.idb","187","0x6","Hero Suit (Red Ribbon Army)","2","0xbf","0xbf","0xffff","0xff","414","0","2250","5","5"
"costume_gloves_item.idb","188","0x6","Hero Suit (CC)","2","0xc0","0xc0","0xffff","0xff","415","0","2250","0","0"
"costume_gloves_item.idb","189","0x6","Elite Suit (Turtle)","1","0xc1","0xc1","0xffff","0xff","420","0","500","3","3"
"costume_gloves_item.idb","190","0x6","Elite Suit (Crane)","1","0xc2","0xc2","0xffff","0xff","421","0","500","3","3"
"costume_gloves_item.idb","191","0x6","Elite Suit (Demon)","1","0xc3","0xc3","0xffff","0xff","422","0","500","0","0"
"costume_gloves_item.idb","192","0x6","Elite Suit (Ginyu Force)","1","0xc4","0xc4","0xffff","0xff","423","0","500","0","0"
"costume_gloves_item.idb","193","0x6","Elite Suit (Red Ribbon Army)","1","0xc5","0xc5","0xffff","0xff","424","0","500","3","3"
"costume_gloves_item.idb","194","0x6","Elite Suit (CC)","1","0xc6","0xc6","0xffff","0xff","425","0","500","0","0"
"costume_gloves_item.idb","235","0x6","Time Patroller Outfit","1","0xef","0xef","0xffff","0x1","311","0","0","0","0"
"costume_gloves_item.idb","236","0x6","Time Patroller Outfit","1","0xf0","0xf0","0xffff","0x2","311","0","0","0","0"
"costume_gloves_item.idb","237","0x6","Battle Suit (Time Patroller)","1","0xf1","0xf1","0xffff","0x4","312","0","0","0","0"
"costume_gloves_item.idb","238","0x6","Battle Suit (Time Patroller)","1","0xf2","0xf2","0xffff","0x8","312","0","0","0","0"
"costume_gloves_item.idb","239","0x6","Time Patroller Battle Gear","1","0xf3","0xf3","0xffff","0x10","311","0","0","0","0"
"costume_gloves_item.idb","240","0x6","Time Patroller Suit","1","0xf4","0xf4","0xffff","0x20","311","0","0","0","0"
"costume_gloves_item.idb","241","0x6","Time Patrol Gi","1","0xf5","0xf5","0xffff","0x40","311","0","0","0","0"
"costume_gloves_item.idb","242","0x6","Time Patrol Gi","1","0xf6","0xf6","0xffff","0x80","311","0","0","0","0"
"costume_gloves_item.idb","245","0x2","Journey to the West Costume","4","0xf9","0xf9","0x9","0xff","711","0","25000","30","30"
"costume_gloves_item.idb","246","0x2","Battle Suit (King Cold)","4","0xfc","0xfc","0x9","0xff","722","0","30000","30","30"
"costume_gloves_item.idb","247","0x2","Battle Suit (Neiz)","3","0xfd","0xfd","0x9","0xff","723","0","6000","10","10"
"costume_gloves_item.idb","248","0x2","Battle Suit (Dore)","3","0xfe","0xfe","0x9","0xff","724","0","6000","10","10"
"costume_gloves_item.idb","249","0x2","Mecha Frieza Suit","4","0xff","0xff","0x9","0xff","725","0","30000","30","30"
"costume_gloves_item.idb","250","0x2","Battle Suit (Cabba)","5","0xfb","0xfb","0x5","0xff","721","0","40000","50","50"
"costume_gloves_item.idb","251","0x2","Champa's Clothes","5","0x100","0x100","0x5","0xff","720","0","40000","50","50"
"costume_gloves_item.idb","260","0x2","Bido's Clothes","3","0x109","0x109","0xa","0xff","735","0","9000","30","30"
"costume_gloves_item.idb","264","0x2","Metal Cooler's Suit","4","0x10d","0x10d","0xa","0xff","740","0","20000","0","0"
"costume_gloves_item.idb","266","0x2","Android 14's Clothes","3","0x10f","0x10f","0x6","0xff","727","0","8000","30","30"
"costume_gloves_item.idb","267","0x2","Android 13's Clothes","4","0x110","0x110","0x6","0xff","726","0","13000","40","40"
"costume_gloves_item.idb","268","0x2","Super Android 13's Clothes","5","0x111","0x111","0x6","0xff","729","0","42000","100","100"
"costume_gloves_item.idb","269","0x2","Paragus's Clothes","3","0x112","0x112","0xb","0xff","743","0","10000","0","0"
"costume_gloves_item.idb","270","0x2","Angol's Clothes","2","0x113","0x113","0xb","0xff","744","0","5000","50","50"
"costume_gloves_item.idb","272","0x2","Magetta's Suit","4","0xfa","0xfa","0xb","0xff","739","0","40000","130","130"
"costume_gloves_item.idb","273","0x2","Future Mai's Clothes","4","0x115","0x115","0x7","0xff","733","0","22000","40","40"
"costume_gloves_item.idb","274","0x2","Camo Bikini","3","0x116","0x116","0xb","0x8a","745","0","10000","0","0"
"costume_gloves_item.idb","278","0x2","Great Ape Suit","3","0x11a","0x11a","0xc","0xff","746","0","15000","70","70"
"costume_gloves_item.idb","279","0x2","Golden Great Ape Suit","4","0x11b","0x11b","0xc","0xff","748","0","30000","0","0"
"costume_gloves_item.idb","282","0x2","Resistance Clothes","3","0x11e","0x11e","0x8","0xff","742","0","4000","30","30"
"costume_gloves_item.idb","283","0x2","Golden Turtle Hermit Gi","4","0x11f","0x11f","0xc","0xff","749","0","20000","0","0"
"costume_gloves_item.idb","284","0x2","Yajirobe's Clothes","2","0x120","0x120","0xc","0xff","750","0","5000","50","50"
"costume_gloves_item.idb","285","0x2","Super Saiyan 4 Suit (Goku)","5","0x121","0x121","0x8","0xff","747","0","44000","150","150"
"costume_gloves_item.idb","286","0x2","Amy's Battle Suit","3","0x122","0x122","0x18","0xff","756","0","0","0","0"
"costume_gloves_item.idb","287","0x2","Pride Trooper Uniform","5","0x123","0x123","0x16","0xff","751","0","40000","150","150"
"costume_gloves_item.idb","288","0x2","Ribrianne's Clothes","5","0x124","0x124","0x16","0x8a","752","0","40000","150","150"
"costume_gloves_item.idb","293","0x2","Android 21's Clothes","5","0x129","0x129","0x1b","0x8a","755","0","0","0","0"
"costume_gloves_item.idb","294","0x2","Android 21's Clothes","5","0x12a","0x12a","0x19","0x8a","755","0","50000","150","150"
"costume_gloves_item.idb","295","0x2","Arabian Costume","3","0x12b","0x12b","0x1e","0x8a","760","0","15000","80","80"
"costume_gloves_item.idb","296","0x2","Tapion's Clothes","4","0x12c","0x12c","0x20","0xff","761","0","25000","0","0"
"costume_gloves_item.idb","297","0x2","Tapion's Clothes (Kid Trunks Colors)","4","0x12d","0x12d","0x20","0xff","440","0","18000","0","0"
"costume_gloves_item.idb","298","0x2","Tapion's Clothes (Red)","3","0x12e","0x12e","0x20","0xff","441","0","17000","0","0"
"costume_gloves_item.idb","299","0x2","Tapion's Clothes (Blue)","3","0x12f","0x12f","0x20","0xff","442","0","17000","0","0"
"costume_gloves_item.idb","300","0x2","Tapion's Clothes (Yellow)","3","0x130","0x130","0x20","0xff","443","0","17000","0","0"
"costume_gloves_item.idb","301","0x2","Janemba Suit","4","0x131","0x131","0x1e","0xff","762","0","25000","100","100"
"costume_gloves_item.idb","302","0x2","Santa Costume","3","0x132","0x132","0x21","0xff","759","0","12000","0","0"
"costume_gloves_item.idb","305","0x2","Broly (Full Power Super Saiyan)'s Clothes","5","0x135","0x135","0x1f","0xff","765","0","50000","300","300"
"costume_gloves_item.idb","306","0x2","SSGSS Gogeta's Clothes","5","0x136","0x136","0x1f","0xff","766","0","50000","300","300"
"costume_gloves_item.idb","307","0x2","Kakunsa's Clothes","4","0x137","0x137","0x23","0xff","767","0","25000","100","100"
"costume_gloves_item.idb","308","0x2","Rozie's Clothes","4","0x138","0x138","0x23","0xff","768","0","25000","100","100"
"costume_gloves_item.idb","310","0x6","Boxer Costume","3","0x13a","0x13a","0x25","0xff","463","0","12000","0","0"
"costume_gloves_item.idb","313","0x2","Universe 7 Baseball Uniform","3","0x13d","0x13d","0x24","0xff","771","0","15000","150","150"
"costume_gloves_item.idb","314","0x2","Majuub's Clothes (Gold)","4","0x13e","0x13e","0x26","0xff","773","0","20000","0","0"
"costume_gloves_item.idb","315","0x2","Android 21's Lab Uniform (Gold)","4","0x13f","0x13f","0x26","0x8a","774","0","25000","0","0"
"costume_gloves_item.idb","316","0x2","Goku's Final DBZ Gi","5","0x140","0x140","0x24","0xff","770","0","50000","500","500"
"costume_gloves_item.idb","317","0x2","Cheelai's Clothes","3","0x141","0x141","0xffff","0x8a","777","0","15000","0","0"
"costume_gloves_item.idb","321","0x2","Bardock (DB Super)'s Clothes","4","0x145","0x145","0x2a","0xff","780","0","20000","0","0"
"costume_gloves_item.idb","322","0x2","Gine (DB Super)'s Clothes","4","0x146","0x146","0x2a","0x8a","781","0","20000","0","0"
"costume_gloves_item.idb","323","0x2","Fu's Clothes","5","0x147","0x147","0x2b","0xff","782","0","50000","0","0"
"costume_gloves_item.idb","324","0x2","Bulma (DB Super)'s Clothes","5","0x148","0x148","0x2b","0xff","783","0","50000","0","0"
"costume_gloves_item.idb","325","0x2","Bergamo's Clothes","4","0x149","0x149","0x2d","0xff","784","0","20000","0","0"
"costume_gloves_item.idb","326","0x2","Kale's Clothes","4","0x14a","0x14a","0x2c","0xff","785","0","20000","0","0"
"costume_gloves_item.idb","327","0x2","Caulifla's Clothes","4","0x14b","0x14b","0x2c","0xff","786","0","20000","0","0"
"costume_gloves_item.idb","328","0x2","Bulma (Kid)'s Clothes","5","0x14c","0x14c","0x2c","0x8a","787","0","50000","0","0"
"costume_gloves_item.idb","331","0x2","Android 17 (DB Super)'s Ranger Outfit","5","0x14f","0x14f","0x2e","0xff","789","0","50000","0","0"
"costume_gloves_item.idb","332","0x2","King Vegeta (DBS)'s Battle Suit","5","0x150","0x150","0x2e","0xff","790","0","50000","0","0"
"costume_gloves_item.idb","336","0x2","Gamma 1's Clothes","5","0x153","0x153","0x30","0xff","794","0","50000","0","0"
"costume_gloves_item.idb","337","0x2","Gamma 2's Clothes","5","0x154","0x154","0x30","0xff","795","0","50000","0","0"
"costume_gloves_item.idb","338","0x2","Red Ribbon Soldier 94 Clothes","5","0x155","0x155","0x32","0xff","555","0","50000","0","0"
"costume_gloves_item.idb","339","0x2","Cell Max Suit","5","0x156","0x156","0x33","0xff","556","0","50000","0","0"
"costume_gloves_item.idb","340","0x2","Dr. Hedo Suit","5","0x157","0x157","0x32","0xff","557","0","50000","0","0"
"costume_gloves_item.idb","342","0x6","Goku's Turtle Hermit Gi (Custom)","3","0x159","0x159","0x36","0xff","1300","0","0","0","0"
"costume_gloves_item.idb","346","0x6","Battle Suit (Bardock, Custom)","5","0x15d","0x15d","0x3a","0xff","1303","0","50000","200","200"
"costume_gloves_item.idb","347","0x6","Super Baby 2's Clothes (Custom)","5","0x15e","0x15e","0x3a","0xff","1318","0","50000","200","200"
"costume_gloves_item.idb","349","0x6","Majin Buu's Clothes (Custom)","3","0x160","0x160","0x3a","0xff","1307","0","0","0","0"
"costume_gloves_item.idb","351","0x6","Vegito's Clothes (Custom)","5","0x162","0x162","0x3a","0xff","1310","0","50000","200","200"
"costume_gloves_item.idb","352","0x6","Gogeta's Clothes (Custom)","5","0x163","0x163","0x3a","0xff","1311","0","0","0","0"
"costume_gloves_item.idb","353","0x6","Pride Trooper Uniform (Custom)","5","0x164","0x164","0x36","0xff","1326","0","50000","200","200"
"costume_gloves_item.idb","354","0x6","Super 17's Clothes (Custom)","4","0x165","0x165","0x3a","0xff","1312","0","25000","150","150"
"costume_gloves_item.idb","356","0x6","GT Vegeta's Jacket (Custom)","4","0x167","0x167","0x3a","0xff","1332","0","25000","100","100"
"costume_gloves_item.idb","357","0x2","Festival Uniform","4","0x168","0x168","0x36","0xff","1724","0","0","0","0"
"costume_gloves_item.idb","412","0x6","Battle Suit (Vegeta, on entry) (Custom)","3","0x19f","0x19f","0x38","0xff","1302","0","15000","100","100"
"costume_gloves_item.idb","413","0x6","Videl's Clothes (Custom)","3","0x1a0","0x1a0","0x38","0xff","1308","0","15000","100","100"
"costume_gloves_item.idb","414","0x6","Android 18's Clothes (Casual) (Custom)","3","0x1a1","0x1a1","0x38","0xff","1313","0","15000","100","100"
"costume_gloves_item.idb","416","0x6","Orange Star High School T-Shirt (Custom)","3","0x1a3","0x1a3","0x38","0xff","1317","0","15000","100","100"
