"character_id","costume_id","model_preset","label","skill_ids"
"0x28","0x2","0","Broly (Legendary Super Saiyan) - Broly's Clothes","533, 534, 402, 532, 5400, 65535, 10400, 20400, 65535"
"0x29","0x0","0","God of Destruction Beerus - God of Destruction Beerus' Clothes 1","410, 411, 412, 16, 5410, 5013, 10410, 21081, 65535"
"0x29","0x0","50","God of Destruction Beerus - 0","410, 411, 412, 595, 5410, 5013, 10410, 21081, 65535"
"0x29","0x1","0","God of Destruction Beerus - God of Destruction Beerus' Clothes 1","410, 411, 20, 16, 5410, 5050, 10160, 21081, 65535"
"0x2a","0x0","0","Pan (GT) - Red T-shirt 1","0, 596, 420, 421, 5420, 5013, 10420, 21080, 65535"
"0x2a","0x0","50","Pan (GT) - 0","0, 340, 420, 421, 5420, 5000, 10420, 21080, 65535"
"0x2a","0x0","1","Pan (GT) - Red T-shirt 2","597, 340, 422, 16, 5340, 5000, 10420, 21080, 65535"
"0x2a","0x0","2","Pan (GT) - Red T-shirt (Festival)","597, 340, 423, 593, 5420, 5000, 10420, 21080, 65535"
"0x2c","0x0","0","Vegeta (Great Ape) - 0","440, 441, 442, 65535, 5440, 5441, 10440, 65535, 65535"
"0x2d","0x0","0","Bardock (Great Ape) - 0","440, 441, 442, 65535, 5440, 65535, 10440, 65535, 65535"
"0x2e","0x0","0","Baby (Great Ape) - 0","440, 441, 442, 65535, 5440, 65535, 10440, 65535, 65535"
"0x30","0x0","0","Eis Shenron - Eis Shenron","480, 482, 484, 593, 5480, 65535, 10480, 21081, 65535"
"0x31","0x0","0","Nuova Shenron - Nuova Shenron","490, 492, 494, 16, 5490, 65535, 10490, 21083, 65535"
"0x32","0x0","1","Omega Shenron - Omega Shenron 2","2780, 501, 502, 593, 7780, 65535, 10130, 21082, 65535"
"0x32","0x0","0","Omega Shenron - Omega Shenron 1","500, 501, 502, 593, 5500, 65535, 10130, 21082, 65535"
"0x32","0x1","1","Omega Shenron - Omega Shenron","500, 501, 544, 538, 5500, 65535, 10130, 21082, 65535"
"0x32","0x1","0","Omega Shenron - Omega Shenron","500, 534, 502, 532, 5500, 65535, 10130, 21082, 65535"
"0x33","0x0","0","Gogeta (GT) (Super Saiyan 4) - Metamoran Clothes 1","1544, 596, 511, 20, 5000, 5510, 10510, 21080, 65535"
"0x33","0x1","0","Gogeta (GT) (Super Saiyan 4) - Metamoran Clothes 2","510, 30, 1201, 593, 5000, 5510, 10510, 21082, 65535"
"0x34","0x1","1","Hercule - Gi (Festival)","520, 521, 523, 330, 5520, 65535, 10181, 20520, 65535"
"0x34","0x0","50","Hercule - 0","520, 521, 522, 330, 5520, 65535, 10181, 20520, 65535"
"0x34","0x0","0","Hercule - 0","520, 521, 522, 330, 5520, 65535, 10181, 20520, 65535"
"0x35","0x0","0","Demon God Demigra - Demon God's Clothes","530, 531, 534, 532, 5532, 65535, 65535, 65535, 65535"
"0x35","0x0","1","Demon God Demigra - Demon God Demigra","535, 536, 537, 538, 5535, 65535, 10650, 65535, 65535"
"0x36","0x0","0","Demon God Demigra (True Form) - 0","540, 541, 542, 65535, 5540, 65535, 10540, 65535, 65535"
"0x3a","0x0","0","Majin Buu (Small) - Small","350, 354, 330, 591, 65535, 65535, 10351, 21081, 65535"
"0x3b","0x3","0","Ramon - Battle Armor","52, 595, 31, 16, 5050, 65535, 10101, 21080, 65535"
"0x3b","0x4","0","Orlen - Battle Armor","597, 596, 115, 16, 5050, 65535, 10160, 21080, 65535"
"0x3b","0x2","0","Appule - Battle Armor","52, 595, 32, 591, 5050, 65535, 10341, 21080, 65535"
"0x3b","0x1","0","Roberry - Battle Armor","590, 164, 32, 591, 65535, 65535, 10340, 21080, 65535"
"0x3b","0x0","0","Nabana - Battle Armor","590, 164, 330, 124, 65535, 65535, 10340, 21080, 65535"
"0x3c","0x3","0","Guprei - Battle Armor","600, 595, 14, 591, 65535, 65535, 10340, 20600, 65535"
"0x3c","0x2","0","Monrei - Battle Armor","600, 595, 125, 124, 65535, 65535, 10340, 20600, 65535"
"0x3c","0x1","0","Navel - Battle Armor","600, 164, 14, 591, 65535, 65535, 10331, 20600, 65535"
"0x3c","0x0","0","Raspberry - Battle Armor","600, 164, 125, 124, 65535, 65535, 10331, 20600, 65535"
"0x3e","0x0","2","Mira - Time Breaker Clothing 3","370, 292, 621, 495, 5500, 5013, 10130, 21082, 65535"
"0x3e","0x0","3","Mira - Time Breaker Clothing 4","620, 622, 623, 593, 5620, 5013, 10310, 21082, 65535"
"0x3e","0x0","0","Mira - Time Breaker Clothing 1","240, 622, 151, 593, 5130, 5050, 10210, 21082, 65535"
"0x3e","0x1","0","Mira - Time Breaker Clothing","620, 534, 623, 532, 5620, 65535, 10310, 21082, 65535"
"0x3e","0x0","1","Mira - Time Breaker Clothing 2","620, 302, 312, 16, 5310, 5050, 10280, 21082, 65535"
"0x3e","0x1","1","Mira - Time Breaker Clothing","370, 622, 544, 538, 5620, 5013, 10310, 21082, 65535"
"0x3f","0xa","0","Towa - Swimsuit","635, 636, 533, 637, 5635, 65535, 10635, 20630, 65535"
"0x3f","0x1","0","Towa - Lab Coat","635, 636, 533, 637, 5635, 65535, 10635, 20630, 65535"
"0x3f","0x0","0","Towa - Time Breaker Clothing","630, 631, 533, 632, 5630, 65535, 10630, 20630, 65535"
"0x40","0x0","0","Supreme Kai - Supreme Kai's Clothes 1","641, 640, 652, 642, 5640, 5013, 10331, 21081, 65535"
"0x40","0x1","0","Supreme Kai - Supreme Kai's Clothes 2","641, 640, 81, 642, 5640, 5050, 10331, 21081, 65535"
"0x41","0x0","50","Whis - 0","650, 651, 653, 65535, 5650, 65535, 10650, 20650, 65535"
"0x41","0x0","0","Whis - God of Destruction's Attendant Clothes","650, 651, 653, 65535, 5650, 65535, 10650, 20650, 65535"
"0x43","0x0","50","Jaco - 0","670, 671, 672, 65535, 5670, 65535, 10670, 20520, 65535"
"0x43","0x0","0","Jaco - Galactic Patrolman Suit","670, 671, 672, 65535, 5670, 65535, 10670, 20520, 65535"
"0x45","0x3","0","Vegeta (Ultra Ego) - Battle Armor 3","1531, 690, 1532, 693, 5690, 5692, 10690, 21082, 65535"
"0x45","0x2","0","Vegeta (Ultra Ego) - Training Suit","691, 161, 692, 693, 5690, 5692, 10101, 21082, 65535"
"0x45","0x1","0","Vegeta (Ultra Ego) - Battle Armor 2","691, 690, 160, 693, 5690, 5813, 10130, 21082, 65535"
"0x45","0x4","0","Vegeta (Ultra Ego) - Whis Symbol Battle Armor","1572, 690, 692, 693, 5690, 5813, 10690, 21082, 65535"
"0x45","0x0","0","Vegeta (Ultra Ego) - Battle Armor 1","691, 690, 692, 693, 5690, 5692, 10690, 21082, 65535"
"0x49","0x0","1","Hercule - Gi 2","730, 731, 544, 538, 5730, 5013, 10130, 21084, 65535"
"0x49","0x0","0","Hercule - 0","533, 164, 370, 593, 5531, 5050, 10130, 65535, 65535"
"0x4a","0x0","0","Nappa (Great Ape) - 0","440, 441, 442, 65535, 5440, 65535, 10440, 65535, 65535"
"0x4b","0x0","0","Imperfect Cell - First Form","751, 101, 123, 750, 5750, 5013, 10340, 20750, 65535"
"0x50","0x1","0","Goku (Super Saiyan Blue) - Whis Symbol Gi 2","0, 2, 5, 593, 5000, 5800, 10000, 21080, 25800"
"0x50","0x2","0","Goku (Super Saiyan Blue) - Turtle Gi 1","801, 596, 32, 593, 5000, 5800, 10101, 21081, 65535"
"0x50","0x3","0","Goku (Super Saiyan Blue) - Turtle Gi 2","801, 2, 164, 593, 5000, 5800, 10000, 21081, 25800"
"0x50","0x6","0","Goku (Super Saiyan Blue) - Turtle Gi 3","801, 2, 20, 593, 5100, 5800, 10000, 21081, 25800"
"0x50","0x7","0","Goku (Super Saiyan Blue) - Turtle Gi 4","595, 2, 0, 593, 5000, 5800, 10101, 21081, 65535"
"0x50","0x8","0","Goku (Super Saiyan Blue) - Turtle Gi 5","0, 2, 802, 16, 5000, 5007, 10101, 21080, 65535"
"0x50","0x9","0","Goku (Super Saiyan Blue) - Capsule Corp. Gi 1","801, 1101, 5, 16, 5000, 5007, 10000, 21080, 25800"
"0x50","0xa","0","Goku (Super Saiyan Blue) - Capsule Corp. Gi 2","0, 1101, 2570, 593, 5000, 5800, 10331, 21080, 25800"
"0x50","0x0","0","Goku (Super Saiyan Blue) - Whis Symbol Gi 1","801, 800, 5, 16, 5000, 5800, 10000, 21080, 65535"
"0x51","0x0","0","Vegeta (Super Saiyan Blue) - Whis Symbol Battle Armor","390, 810, 811, 593, 5813, 5161, 10160, 21081, 65535"
"0x51","0x1","0","Vegeta (Super Saiyan Blue) - Battle Armor 1","160, 813, 812, 593, 5813, 5161, 10101, 21080, 65535"
"0x51","0x2","0","Vegeta (Super Saiyan Blue) - Battle Armor 2","1586, 164, 812, 593, 5813, 5161, 10101, 21080, 65535"
"0x51","0x4","0","Vegeta (Super Saiyan Blue) - Battle Armor 4","1586, 164, 812, 593, 5813, 5161, 10101, 21080, 65535"
"0x51","0x3","0","Vegeta (Super Saiyan Blue) - Battle Armor 3","160, 164, 161, 593, 5813, 5161, 10101, 21080, 65535"
"0x51","0x6","0","Vegeta (Super Saiyan Blue) - Capsule Corp. Battle Armor 2","596, 162, 2032, 593, 5691, 5161, 10101, 21080, 65535"
"0x51","0x5","0","Vegeta (Super Saiyan Blue) - Capsule Corp. Battle Armor 1","596, 2030, 812, 593, 5691, 5161, 10101, 21080, 65535"
"0x52","0x0","0","Golden Frieza - Golden Frieza","247, 820, 821, 593, 5821, 5243, 10240, 21084, 65535"
"0x52","0x1","0","Golden Frieza - Golden Frieza","240, 820, 533, 532, 5821, 5243, 10240, 21084, 65535"
"0x52","0x1","1","Golden Frieza - Golden Frieza","240, 820, 544, 538, 5821, 6252, 10240, 21084, 65535"
"0x53","0x0","2","Android 16 - Red Ribbon Army Suit (Festival)","830, 833, 835, 593, 5830, 5011, 10280, 20830, 65535"
"0x53","0x0","50","Android 16 - 0","830, 833, 831, 832, 5830, 5011, 10280, 20830, 65535"
"0x53","0x0","0","Android 16 - Red Ribbon Army Suit","830, 833, 831, 832, 5830, 5011, 10280, 20830, 65535"
"0x53","0x0","1","Android 16 - Red Ribbon Army Suit","830, 544, 831, 538, 5830, 5011, 10280, 20830, 65535"
"0x54","0x0","0","Metal Cooler - Metal Cooler","240, 840, 841, 592, 5850, 5013, 10840, 21084, 65535"
"0x54","0x1","0","Cooler - Fourth Form","240, 164, 841, 592, 5850, 5013, 10840, 21084, 65535"
"0x54","0x2","0","Metal Cooler - Metal Cooler","240, 534, 841, 532, 5850, 5013, 10840, 21084, 65535"
"0x54","0x2","1","Metal Cooler - Metal Cooler","240, 537, 841, 538, 6252, 5013, 10840, 21084, 65535"
"0x55","0x0","0","Cooler (Final Form) - Final Form","240, 243, 850, 16, 5850, 5013, 10850, 21082, 65535"
"0x55","0x0","50","Cooler (Final Form) - 0","240, 243, 850, 840, 5850, 5013, 10850, 21082, 65535"
"0x56","0x0","50","Gohan (Future) - 0","861, 860, 862, 592, 5860, 5013, 10860, 20860, 25860"
"0x56","0x0","0","Gohan (Future) - Turtle Style Gi","861, 860, 862, 592, 5860, 5013, 10860, 20860, 25860"
"0x57","0x2","0","Turles - Battle Armor 2","872, 164, 870, 593, 5870, 5050, 10130, 21082, 65535"
"0x57","0x3","0","Turles - Battle Armor 3","872, 164, 152, 871, 5870, 5050, 10130, 21082, 65535"
"0x57","0x0","0","Turles - Battle Armor 1","872, 164, 870, 871, 5870, 5013, 10130, 21082, 65535"
"0x57","0x0","50","Turles - 0","872, 164, 870, 871, 5870, 5013, 10130, 21082, 65535"
"0x57","0x0","50","Turles - 0","872, 164, 870, 538, 5870, 5013, 10130, 21082, 65535"
"0x58","0x0","50","Super Janemba - 0","880, 164, 881, 593, 5880, 5013, 10370, 21083, 65535"
"0x64","0x0","0","HUM - Current Clothing","0, 100, 342, 4, 5000, 65535, 10000, 21080, 25001"
"0x64","0x0","1","HUM - 0","65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 25001"
"0x64","0x0","2","HUM - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x65","0x0","2","HUF - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x65","0x0","0","HUF - 0","340, 341, 302, 5, 5101, 65535, 10101, 21080, 25001"
"0x65","0x0","1","HUF - 0","65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 25001"
"0x66","0x0","0","SYM - 0","160, 162, 163, 593, 5161, 5170, 10160, 21081, 25000"
"0x66","0x0","2","SYM - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x67","0x0","0","SYF - 0","300, 301, 302, 5, 5301, 65535, 10300, 21081, 25000"
"0x67","0x0","2","SYF - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x68","0x0","2","NMC - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x68","0x0","0","NMC - 0","90, 92, 91, 65535, 5090, 5091, 10001, 21082, 25002"
"0x68","0x0","1","NMC - 0","1213, 1214, 1215, 1216, 65535, 65535, 65535, 65535, 25002"
"0x69","0x0","0","FRI - 0","240, 243, 245, 591, 5240, 5241, 10240, 21084, 25003"
"0x69","0x0","2","FRI - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x69","0x0","1","FRI - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21085, 25003"
"0x6a","0x0","0","MAM - 0","350, 352, 353, 65535, 5350, 65535, 10350, 21084, 25004"
"0x6a","0x0","1","MAM - 0","371, 373, 372, 593, 5370, 5371, 10370, 21086, 25004"
"0x6a","0x0","2","MAM - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x6b","0x0","0","MAF - 0","373, 371, 372, 65535, 5370, 5371, 10370, 21084, 25004"
"0x6b","0x0","1","MAF - 0","371, 373, 372, 593, 5370, 5371, 10370, 21086, 25004"
"0x6b","0x0","2","MAF - 0","65534, 65534, 65534, 65534, 4998, 4998, 9998, 21091, 24998"
"0x6c","0x0","0","MAP - 0","65535, 65535, 65535, 65535, 65535, 65535, 65535, 21086, 65535"
"0x6e","0x0","1","Majuub - 0","1102, 1103, 1104, 1105, 6100, 6101, 11100, 21084, 65535"
"0x6e","0xa","0","Majuub - Kid Outfit","1102, 1103, 1104, 1105, 6100, 6101, 11100, 21084, 65535"
"0x6e","0x0","0","Majuub - Majuub's Clothes","1100, 1101, 0, 593, 6100, 5000, 11100, 21084, 65535"
"0x6f","0x0","0","Android 21 - Lab Coat 1","1110, 1111, 1112, 1113, 6110, 6111, 11110, 21110, 65535"
"0x6f","0x0","1","Android 21 - Lab Coat","539, 1111, 1112, 1113, 6110, 6111, 11110, 21110, 65535"
"0x6f","0x3","0","Android 21 - Dress","1110, 1111, 1112, 593, 6110, 6111, 11110, 21110, 65535"
"0x6f","0x2","0","Android 21 - Lab Coat 2","1110, 1111, 1112, 593, 5050, 6111, 11110, 21110, 65535"
"0x70","0x1","0","Supreme Kai of Time - Supreme Kai of Time's Clothes (Christmas)","1120, 1121, 1122, 1123, 6120, 6121, 11120, 21120, 65535"
"0x70","0x0","0","Supreme Kai of Time - Supreme Kai of Time's Clothes","1120, 1121, 1122, 1123, 6120, 6121, 11120, 21120, 65535"
"0x71","0x0","0","Pikkon - Pikkon's Clothes 1","1130, 1131, 597, 593, 6130, 5092, 10160, 21083, 65535"
"0x71","0x1","0","Pikkon - Pikkon's Clothes 2","1130, 1131, 164, 593, 6130, 5013, 10160, 21083, 65535"
"0x71","0x2","0","Pikkon - Pikkon's Clothes 3","1130, 1131, 596, 593, 6130, 6240, 10160, 21083, 65535"
"0x72","0x0","2","Toppo (God of Destruction) - Pride Trooper Uniform","1140, 1141, 544, 538, 6492, 6140, 10130, 21140, 65535"
"0x72","0x0","0","Toppo (God of Destruction) - Pride Trooper Uniform 1","1140, 1141, 154, 593, 6140, 5015, 10130, 21140, 65535"
"0x72","0x0","1","Toppo (God of Destruction) - Pride Trooper Uniform 2","1140, 1141, 154, 598, 6492, 5015, 10130, 21140, 65535"
"0x73","0x0","2","Jiren (Full Power) - Pride Trooper Uniform (Festival)","1151, 1492, 1153, 593, 6150, 6493, 11150, 21080, 65535"
"0x73","0x0","0","Jiren (Full Power) - Pride Trooper Uniform","1151, 1492, 1152, 593, 6150, 6493, 11150, 21080, 65535"
"0x73","0x0","1","Jiren (Full Power) - Pride Trooper Uniform","1151, 1492, 539, 538, 6150, 6493, 11150, 21080, 65535"
"0x74","0x0","0","Gogeta (Super) - Metamoran Clothes","1160, 1202, 1201, 163, 6160, 5800, 10510, 21081, 26160"
"0x74","0x0","1","Gogeta (Super) - Metamoran Clothes 2","1160, 1202, 1201, 1161, 6160, 5800, 10510, 21081, 26160"
"0x75","0x0","0","Caulifla - Caulifla's Clothes","1170, 1171, 1522, 593, 6170, 6341, 10160, 21081, 26170"
"0x76","0x0","0","Kale (Super Saiyan 2) - Kale's Clothes","1180, 1181, 1554, 593, 6180, 5402, 11520, 21180, 65535"
"0x78","0x2","0","Gogeta (Super Saiyan) - Metamoran Clothes 4","510, 1201, 511, 593, 6200, 5000, 10160, 21080, 65535"
"0x78","0x0","1","Gogeta (Super Saiyan) - Metamoran Clothes 3","81, 1201, 1200, 593, 6200, 5000, 10160, 21080, 26200"
"0x78","0x0","0","Gogeta (Super Saiyan) - Metamoran Clothes 1","81, 1201, 1200, 593, 6200, 5000, 10160, 21080, 65535"
"0x79","0x0","0","Lord Slug - Evil Namekian Clothes 1","1211, 1212, 1210, 596, 6210, 65535, 10130, 21083, 65535"
"0x79","0x0","1","Lord Slug - Evil Namekian Clothes","1211, 545, 1210, 538, 6210, 65535, 10130, 21083, 65535"
"0x79","0x1","0","Lord Slug - Evil Namekian Clothes 2","1211, 1212, 1210, 593, 6210, 5013, 10130, 21083, 65535"
"0x79","0x0","50","Lord Slug - 0","1211, 1212, 1210, 596, 6210, 65535, 10130, 21083, 65535"
"0x7a","0x0","0","Zarbon - Battle Armor 1","1612, 1220, 1221, 591, 6220, 65535, 11220, 21080, 26611"
"0x7a","0x0","50","Zarbon - 0","1612, 1220, 1221, 594, 6220, 65535, 11220, 21080, 65535"
"0x7a","0x1","0","Zarbon - Battle Armor 2","1612, 1220, 1221, 591, 6220, 65535, 11220, 21080, 65535"
"0x7b","0x0","0","Dodoria - Battle Armor 1","1231, 1230, 1232, 591, 6230, 65535, 10130, 21081, 65535"
"0x7b","0x1","0","Dodoria - Battle Armor 2","1231, 1230, 1233, 591, 6230, 65535, 10130, 21081, 65535"
"0x7b","0x0","50","Dodoria - 0","1231, 1230, 1232, 597, 6230, 65535, 10130, 21081, 65535"
"0x7c","0x1","0","Nail - Namekian Clothes 2","164, 92, 1240, 593, 6240, 5013, 10090, 21080, 65535"
"0x7c","0x0","0","Nail - Namekian Clothes 1","1212, 92, 1240, 593, 6240, 5013, 10090, 21080, 65535"
"0x7d","0x0","1","Mira (Towa Absorbed) - Mira (Final Form)","620, 537, 544, 1252, 5620, 65535, 10310, 21080, 65535"
"0x7d","0x0","0","Mira (Towa Absorbed) - Towa Absorbed","1250, 1251, 1257, 1252, 65535, 65535, 10130, 21080, 65535"
"0x7e","0x0","0","Hit - Suit 1","1260, 164, 623, 593, 6260, 65535, 10331, 21260, 65535"
"0x7e","0x0","50","Hit - 0","1260, 164, 623, 593, 6260, 65535, 10331, 21260, 65535"
"0x7e","0x0","1","Hit - Suit (Festival)","1350, 1261, 1352, 593, 6260, 65535, 11350, 21260, 65535"
"0x82","0x0","0","Super Janemba - Janemba","880, 534, 881, 532, 5880, 5013, 10370, 21083, 65535"
"0x82","0x0","1","Super Janemba - Janemba","880, 545, 544, 538, 5880, 5013, 10370, 21083, 65535"
"0x83","0x1","0","Goku Black - Dark Gi 2","1310, 30, 81, 593, 6310, 5013, 10130, 21082, 25007"
"0x83","0x0","0","Goku Black - Dark Gi 1","1310, 594, 31, 592, 6310, 65535, 10130, 21082, 65535"
"0x84","0x5","0","Trunks (Super) - Supreme Kai's Clothes","264, 265, 262, 593, 5260, 5013, 10101, 21081, 25008"
"0x84","0x6","0","Trunks (Super) - Capsule Corp. Clothes 4","62, 265, 1320, 592, 6320, 5013, 10101, 21081, 25070"
"0x84","0x3","0","Trunks (Super) - Capsule Corp. Clothes 3","62, 264, 123, 593, 5810, 6321, 10101, 21081, 25070"
"0x84","0x1","0","Trunks (Super) - Green Sweater","160, 264, 62, 593, 5161, 6320, 10340, 21081, 25070"
"0x84","0x0","1","Trunks (Super) - Capsule Corp. Clothes 2","160, 260, 390, 593, 5161, 6320, 10260, 21081, 25070"
"0x84","0x0","0","Trunks (Super) - Capsule Corp. Clothes 1","62, 265, 1320, 592, 6320, 5013, 10101, 21081, 25070"
"0x85","0x1","0","Frost (Final Form) - Final Form 2","1330, 596, 623, 593, 6330, 5050, 10130, 21084, 65535"
"0x85","0x0","0","Frost (Final Form) - Final Form 1","1330, 594, 32, 592, 6330, 5013, 10160, 21080, 65535"
"0x86","0x1","0","Cabba - Battle Armor 2 (Planet Sadala)","1340, 164, 15, 593, 6340, 5810, 10331, 21081, 25008"
"0x86","0x0","0","Cabba - Battle Armor (Planet Sadala)","1340, 164, 15, 592, 6340, 5050, 10331, 21081, 25007"
"0x86","0x0","1","Cabba - Battle Armor (Festival)","1340, 1341, 15, 593, 6340, 5050, 10331, 21081, 25007"
"0x87","0x0","0","Hit (Awoken) - Suit 2","1350, 1351, 1352, 593, 6260, 65535, 11350, 21350, 26350"
"0x88","0x0","0","Vados - God of Destruction's Aide's Garb","1360, 1361, 1362, 1363, 6360, 65535, 10650, 21360, 65535"
"0x89","0x0","0","God of Destruction Champa - God of Destruction Champa's Clothes 1","1370, 164, 52, 593, 6370, 5013, 10160, 21082, 65535"
"0x8a","0x0","1","Zamasu - Supreme Kai's Clothes (Festival)","1380, 1381, 31, 593, 6383, 5013, 10331, 21080, 65535"
"0x8a","0x2","0","Captain Ginyu - 2","65535, 65535, 65535, 65535, 65535, 65535, 65535, 21082, 65535"
"0x8a","0x1","0","Zamasu (Goku) - 1","65535, 65535, 65535, 65535, 65535, 65535, 65535, 21080, 65535"
"0x8a","0x0","0","Zamasu - Supreme Kai's Clothes","1380, 1381, 31, 592, 6380, 65535, 10331, 21080, 65535"
"0x8a","0x0","50","Zamasu - 0","1380, 1381, 31, 592, 6380, 65535, 10331, 21080, 65535"
"0x8b","0x2","0","Captain Ginyu - Goku Black","222, 224, 221, 220, 5220, 5013, 10130, 21082, 65535"
"0x8b","0x0","0","Goku Black (Super Saiyan Rosé) - Dark Gi","1391, 1392, 5, 593, 6390, 6391, 10130, 21080, 65535"
"0x8b","0x0","1","Goku Black (Super Saiyan Rosé) - Dark Gi (Festival)","1393, 1392, 5, 593, 6390, 6391, 10130, 21080, 65535"
"0x8c","0x0","0","Bojack - Galactic Warrior's Clothes 1","1400, 1401, 1402, 593, 6400, 65535, 10331, 21082, 65535"
"0x8c","0x0","50","Bojack - 0","1400, 1401, 1402, 593, 6400, 65535, 10331, 21082, 65535"
"0x8c","0x0","1","Bojack - Galactic Warrior's Clothes 2","1400, 1401, 2821, 593, 7822, 7820, 12820, 21082, 65535"
"0x8d","0x1","0","Vegito (Super Saiyan Blue) - Gi 3","1410, 160, 0, 593, 5391, 5390, 10390, 21080, 25800"
"0x8d","0x0","0","Vegito (Super Saiyan Blue) - Gi 1","1410, 1411, 596, 593, 5391, 5390, 10390, 21080, 65535"
"0x8d","0x0","1","Vegito (Super Saiyan Blue) - Gi 2","1410, 1411, 801, 593, 5800, 5390, 10390, 21080, 25800"
"0x8e","0x0","1","Fused Zamasu - Supreme Kai's Clothes (Dark)","1420, 1421, 1422, 1423, 6421, 65535, 10130, 21080, 65535"
"0x8e","0x0","0","Fused Zamasu - Supreme Kai's Clothes (Dark)","1420, 1421, 1422, 1423, 6421, 65535, 10130, 21080, 65535"
"0x8f","0x0","0","Fused Zamasu (Half-Corrupted) - Supreme Kai's Clothes (Black)","1430, 1431, 1432, 1433, 65535, 65535, 11430, 65535, 65535"
"0x8f","0x0","1","Fused Zamasu (Half-Corrupted) - Supreme Kai's Clothes (Dark)","1430, 1431, 1432, 1433, 65535, 65535, 11430, 65535, 65535"
"0x90","0x0","0","Super Buu (Gohan Absorbed) - Gohan Absorbed","0, 1441, 1440, 593, 6440, 65535, 10091, 21080, 65535"
"0x90","0x0","1","Super Buu (Gohan Absorbed) - Gohan Absorbed","0, 544, 1440, 538, 6440, 65535, 10091, 21080, 65535"
"0x91","0x0","1","Dabura - King of the Demon Realm's Clothes","1451, 545, 1450, 538, 6450, 5013, 10130, 21083, 65535"
"0x91","0x0","0","Dabura - King of the Demon Realm's Clothes 1","1451, 164, 1450, 592, 6450, 5013, 10130, 21083, 65535"
"0x91","0x0","2","Dabura - King of the Demon Realm's Clothes (Festival)","1451, 1452, 1450, 593, 6450, 5013, 10130, 21083, 65535"
"0x91","0x1","0","Dabura - King of the Demon Realm's Clothes 3","1451, 623, 1450, 592, 6450, 5013, 10130, 21083, 65535"
"0x92","0x1","0","Android 13 - Android Clothes 2","1461, 164, 1460, 593, 6460, 5013, 10331, 21082, 65535"
"0x92","0x0","0","Android 13 - Android Clothes 1","1461, 596, 1460, 592, 6460, 5013, 10331, 21082, 65535"
"0x92","0x0","1","Android 13 - Android Clothes","1461, 596, 539, 538, 6460, 5013, 10331, 21082, 65535"
"0x93","0x0","0","Tapion - Hero's Clothes","1471, 1470, 115, 592, 6470, 5050, 10340, 21080, 65535"
"0x94","0x0","0","Android 17 (Super) - Ranger's Clothes 1","280, 1480, 115, 593, 5280, 5050, 10280, 21080, 65535"
"0x94","0x1","0","Android 17 (Super) - Ranger's Clothes 2","280, 1480, 1481, 593, 5280, 5050, 10280, 21591, 65535"
"0x95","0x1","0","Jiren - Pride Trooper Uniform 2","1490, 596, 1151, 598, 6495, 5013, 10341, 21590, 65535"
"0x95","0x0","1","Jiren - Pride Trooper Uniform","1492, 596, 544, 538, 6491, 5013, 10341, 21080, 65535"
"0x95","0x0","0","Jiren - Pride Trooper Uniform 1","1490, 596, 1491, 593, 6490, 5013, 10341, 21080, 65535"
"0x96","0x0","0","Fu - Scientist's Clothes","1500, 1501, 1502, 16, 6500, 5050, 10340, 21083, 65535"
"0x97","0x3","0","Goku (Ultra Instinct) - Turtle Gi 4","2011, 2010, 1510, 1511, 6510, 7010, 12010, 21510, 65535"
"0x97","0x0","0","Goku (Ultra Instinct) - Turtle Gi 1","1512, 1513, 1510, 1511, 6510, 6511, 11510, 21510, 65535"
"0x97","0x0","1","Goku (Ultra Instinct) - Turtle Gi 2","1514, 1513, 1510, 1511, 6510, 6511, 11510, 21510, 65535"
"0x97","0x0","2","Goku (Ultra Instinct) - Turtle Gi 3","1514, 1513, 2011, 1511, 6510, 7010, 12010, 21510, 65535"
"0x97","0x2","0","Goku (Ultra Instinct) - Whis Symbol Gi","2011, 2010, 1510, 1511, 6510, 7010, 12010, 21510, 65535"
"0x98","0x0","1","Kefla - Kefla's Clothes (Festival)","1523, 1521, 1522, 593, 6520, 5013, 11520, 21080, 26520"
"0x98","0x0","0","Kefla - Kefla's Clothes","1520, 1521, 1522, 593, 6520, 5013, 11520, 21080, 26520"
"0x99","0x0","1","Super Baby Vegeta 2 - Super Baby 2's Clothes","545, 1531, 1532, 538, 6530, 5013, 10130, 21081, 65535"
"0x99","0x0","0","Super Baby Vegeta 2 - Super Baby 2's Clothes","1530, 1531, 1532, 593, 6530, 5013, 10130, 21081, 65535"
"0x9a","0x0","2","Gogeta (Super Saiyan Blue) - Metamoran Clothes (Festival)","1540, 1160, 1541, 593, 6540, 6542, 10510, 21081, 65535"
