"category","id","id2","code","display_name","race_lock","skill_type","pup_id","aura","partset","model"
"SuperSkills","635","635","PSM","Position Shift","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","636","636","TMM","Time Bullet","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","637","637","KNM","Energy Release","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","640","640","KEB","Kinetic Bullet","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","641","641","ELA","Energy's Last","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","642","642","SRG","Grand Surge","0xff","0x3","0x2715","0xffff","65535","0xffff"
"SuperSkills","643","643","SRQ","Grand Surge","0xff","0x3","0x2715","0xffff","65535","0xffff"
"SuperSkills","650","650","JKK","Prelude to Destruction","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","651","651","IKE","Strike of Revelation","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","652","652","KAI","Kai Kai","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","653","653","MSN","Finishing Blow","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","670","670","BM1","Elite Beam","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","671","671","BM2","Elite Shooting","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","672","672","EPS","Hero's Pose","0x0","0x3","0x15","0xffff","65535","0xffff"
"SuperSkills","673","673","BM3","Elite Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","674","674","BM4","Elite Shooting","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","675","675","HPS","Hero's Pose","0xff","0x3","0x15","0xffff","65535","0xffff"
"SuperSkills","690","690","HAK","Destructive Will","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","691","691","EGB","Destructive Bomber","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","692","692","DBU","Destructive Burst","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","693","693","KTE","Ultimate Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","730","730","DMR","Dynamite Kick","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","731","731","RSK","Rolling Hercule Punch","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","750","750","CLD","Life Absorption","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","751","751","CLK","Kamehameha","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","800","800","CSS","Super God Shock Flash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","801","801","BST","Burst Kamehameha","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","802","802","GBB","Gravity Bash","0xff","0x1","0x81","0xffff","65535","0xffff"
"SuperSkills","810","810","FBL","Final Blow","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","811","811","CBT","Counter Burst","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","812","812","DNK","Focus Flash","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","813","813","DKC","Wild Hunt","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","814","814","TSL","Tail Slicer","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","820","820","EEG","Emperor's Edge","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","821","821","EBT","Emperor's Blast","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","830","830","RKP","Rocket Punch","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","831","831","RKT","Rocket Tackle","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","832","832","EBM","Eye Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","833","833","ATC","Android Rush","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","834","834","ATG","Android Rush","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","835","835","G16K","Rocket Tackle (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","840","840","FEC","Feint Crash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","841","841","HYB","Destructive Ray","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","850","850","GBA","Shadow Crusher","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","860","860","FRH","Sonic Rush","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","861","861","BMK","Super Explosive Wave","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","862","862","FLH","Senko Ki Blast","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","863","863","BMD","Super Explosive Wave","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","870","870","KIL","Kill Driver","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","871","871","TOM","Fruit of the Tree of Might","0xff","0x3","0x16","0xffff","65535","0xffff"
"SuperSkills","872","872","SDS","Sudden Storm","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","880","880","KEN","Rakshasa's Claw","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","881","881","HAL","Dimensional Hole","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","882","882","KET","Rakshasa's Claw","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","883","883","KEG","Rakshasa's Claw","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1100","1100","FLC","Flash Chaser","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1101","1101","RJG","Dragon Blitz","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1102","1102","CRB","Super Dragon Fist","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1103","1103","CSB","Super God Fist","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1104","1104","BUB","Angry Hit","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1105","1105","BKT","Energy Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1110","1110","ARB","Total Detonation Ball","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1111","1111","VIS","Savory Slicer","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1112","1112","FSW","Photon Swipe","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1113","1113","1KM","Majin Kamehameha","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1114","1114","STN","","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1120","1120","KAC","Kairos Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1121","1121","CHR","Temporal Holy Ray","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1122","1122","HLE","Holy Inscription","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1123","1123","TKT","Maximum Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1124","1124","KAR","","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1125","1125","CRR","","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1126","1126","HLR","","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1127","1127","HLT","","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1130","1130","BSH","Burning Shot","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1131","1131","HTO","Hyper Tornado","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1140","1140","HSE","Destructive Flare","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1141","1141","HSA","Destructive Fracture","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1142","1142","HAA","Destructive Fracture","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1151","1151","IFL","Impact Flare","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1152","1152","FLJ","Full Power Energy Wave","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1153","1153","THJK","Infinity Rush (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1160","1160","CMS","Comet Strike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1161","1161","THGS","Spinning Comet (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1170","1170","CCA","Crush Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1171","1171","DCR","Double Crush","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1180","1180","BCA","Blaster Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1181","1181","BBO","Blaster Bomb","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1200","1200","PDV","Punisher Drive","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1201","1201","SPR","Super Mad Dance","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1202","1202","PDG","Punisher Drive","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1210","1210","TWN","Darkness Twin Star","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1211","1211","DEB","Darkness Eye Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1212","1212","NMF","Namek Finger","0x4","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1213","1213","MCA","Mouth Cannon: short-range","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1214","1214","MCB","Mouth Cannon: mid-range","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1215","1215","MCC","Mouth Cannon: long-range","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1216","1216","MRA","Evil Roar","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1220","1220","ZBS","Gorgeous Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1221","1221","SML","Audacious Laugh","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1230","1230","HED","Dodoria Headbutt","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1231","1231","DBM","Dodoria Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1232","1232","UPR","Critical Upper","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1233","1233","BMV","Giga Boost","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1240","1240","DOP","Do or Die","0xff","0x3","0x7","0xffff","65535","0xffff"
"SuperSkills","1250","1250","ARG","Peeler Storm","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1251","1251","BKB","Marbling Drop","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1252","1252","RCH","Instant Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1253","1253","BWH","Brainwash Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1254","1254","BW2","Brainwash Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1255","1255","BW3","Brainwash Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1256","1256","BW4","Brainwash Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1257","1257","BK2","Marbling Drop","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1258","1258","BK3","Marbling Drop","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1259","1259","BK4","Marbling Drop","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1260","1260","PRS","Flash Fist Crush","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1261","1261","HITK","Flash Fist Crush (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1310","1310","ASD","Aura Slide","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1320","1320","WMK","Dual Masenko","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1330","1330","CBM","Chaos Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1340","1340","GCN","Galick Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1341","1341","CABK","Galick Rush (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1350","1350","FRT","Time Skip/Flash Skewer","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1351","1351","BAK","Time Skip/Back Breaker","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1352","1352","DSH","Time Skip/Jump Spike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1360","1360","WLZ","Destruction's Concerto: Comet","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1361","1361","COB","Destruction's Concerto: Starfall","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1362","1362","COC","Destruction's Concerto: Meteor","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1363","1363","CON","Destruction's Conductor","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1370","1370","WOW","God of Destruction's Roar","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1380","1380","CNN","God Splitter","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1381","1381","SLS","Heavenly Arrow","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1391","1391","DIR","Divine Retribution","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1392","1392","SIC","Sudden Death Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1393","1393","GBRK","Divine Retribution (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1400","1400","VTL","Reverse Launcher","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1401","1401","TRP","Trap Shooter","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1402","1402","EPB","Psycho Barrier","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1410","1410","QSP","Spirit Stab","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1411","1411","JDG","Savage Strike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1420","1420","SBK","Blades of Judgment","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1421","1421","SEI","Holy Wrath","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1422","1422","ZTI","Lightning of Absolution","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1423","1423","GKT","Divinity Unleashed","0xff","0x3","0x17","0xffff","65535","0xffff"
"SuperSkills","1430","1430","SUK","Celestial Hammer","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1431","1431","SNP","Light of Justice","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1432","1432","SIS","Flames of Retribution","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1433","1433","DNZ","Spiral of Condemnation","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1440","1440","BKA","Super Ghost Buu Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1441","1441","CDB","Candy Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1450","1450","SPU","Petrifying Spit","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1451","1451","EVF","Evil Flame","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1452","1452","DBRK","Hellblade Rush (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1460","1460","IPT","Data Input","0xff","0x3","0x18","0xffff","65535","0xffff"
"SuperSkills","1461","1461","HND","Handy Canon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1470","1470","FUE","Hero's Flute","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1471","1471","BVS","Brave Sword Slash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1480","1480","MNV","Rough Ranger","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1481","1481","ARA","Arsenal Assault","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1490","1490","PWI","Power Impact","0xff","0x1","0x1a","0xffff","65535","0xffff"
"SuperSkills","1491","1491","MED","Meditation","0xff","0x3","0x1b","0xffff","65535","0xffff"
"SuperSkills","1492","1492","PWR","Power Impact","0x0","0x1","0x1a","0xffff","65535","0xffff"
"SuperSkills","1500","1500","KNI","Confusion Blade","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1501","1501","DIV","Sneaky Strike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1502","1502","TIE","Energy Minefield","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1503","1503","DIT","Sneaky Strike","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1510","1510","HKN","Soaring Fist","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1511","1511","KTM","Surging Spirit","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1512","1512","KMS","Kamehameha","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1513","1513","ORS","Meteor Crash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1514","1514","GKM","Divine Kamehameha","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1520","1520","BLB","Blaster Ball","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1521","1521","GBR","Gigantic Breaker","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1522","1522","RAB","Ray Blast","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1523","1523","KFLK","Blaster Ball (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1530","1530","RES","Reverse Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1531","1531","VAD","Variant Drive","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1532","1532","RFN","Revenge Final Flash","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1540","1540","SPB","Spirit Blaster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1541","1541","PNS","Punisher Shield","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1542","1542","ASV","Assault Vanish","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1543","1543","SRB","Super Mad Dance","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1544","1544","BBG","Big Bang Kamehameha","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1550","1550","PSH","Powered Shell","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1551","1551","GCH","Gigantic Charge","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1552","1552","GRA","Gigantic Rage","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1553","1553","GAA","Gigantic Rage","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1554","1554","GKA","Gigantic Rage","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1555","1555","GCB","Gigantic Charge","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1560","1560","PCA","Pretty Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1562","1562","FOR","Formation!","0xff","0x3","0xffff","0xffff","65535","0xffff"
"SuperSkills","1563","1563","LCY","Lovely Cyclone","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1564","1564","PCH","Pretty Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1565","1565","NI0K","Attention, Please! (Festival)","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1570","1570","FNS","Final Flash","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1571","1571","FLS","Final Blow","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1572","1572","ATS","Atomic Blast","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1573","1573","FCS","Final Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1580","1580","BLA","Blazing Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1581","1581","BTS","Burst Stinger","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1582","1582","RBL","Raid Blast","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1583","1583","BLC","Blazing Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1584","1584","BTC","Burst Stinger","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1585","1585","RBC","Raid Blast","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1586","1586","BVB","Blazing Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1587","1587","BZA","Blazing Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1588","1588","RBG","Raid Blast","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","1610","1610","MIT","Mastered Instant Transmission","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","1611","1611","5KMH","5 Kamehamehas","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","1612","1612","CGSZ","Gorgeous Shot EX","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2010","2010","SKB","Ultrasonic Blitz","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2011","2011","SIN","Spirit Pulse","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2012","2012","FOKK","Blinding Blitz (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2020","2020","JTK","Justice Kick","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2021","2021","JTB","Justice Blade","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2022","2022","FODK","Justice Crush (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2030","2030","REB","Wild Buster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2031","2031","CIM","Counter Impact","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2032","2032","SHB","Shield Barrier","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","2033","2033","RET","","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2040","2040","HEC","Hell Crush","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2041","2041","BBC","Big Bang Crash","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2060","2060","HAS","Heroic Assault","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2061","2061","SHS","Shooting Strike","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2062","2062","FIOK","Gamma Force: Code-R (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2063","2063","RSR","Rising Reversal","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2070","2070","HCO","Heroic Counter","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2071","2071","GSH","Gamma Blaster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2072","2072","DMH","Gamma Impact","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2073","2073","GST","","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2074","2074","FITK","Gamma Force: Code-B (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2080","2080","MSG","Masenko","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2081","2081","VDG","Hawk Charge","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2082","2082","RUG","Burst Rush","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2083","2083","VDT","Hawk Charge","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2090","2090","MSR","Demon Ray","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2091","2091","MSY","Demon Flash Strike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2092","2092","MRG","Demon Flurry","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2093","2093","KTG","Ultimate Charge","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","2094","2094","SIGK","Speed Drill (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2100","2100","MKY","Special Beam Cannon","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2101","2101","EYY","Evil Eyes","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2102","2102","MKP","Special Beam Cannon (Awakening)","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2103","2103","MKB","Special Beam Cannon (Awakening)","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2104","2104","ROK","Demon Stone Rend","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2110","2110","PWS","Fierce Fist","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2111","2111","MTH","Demonic Destruction","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2120","2120","DRA","Disaster Ray","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2121","2121","VCA","Purge Cannon","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2130","2130","SE1","Variable Snipe Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2131","2131","SE2","Steel Mirage","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2140","2140","SV1","Seagull Combination","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2141","2141","SV2","Burning Swan","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2142","2142","SV3","Swallow Shot","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2143","2143","SVVK","Egret Waltz (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","2160","2160","SB1","Gigantic Cluster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2161","2161","SB2","Eraser Bomb","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2162","2162","SB3","Rising Rage","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","2163","2163","B1C","Gigantic Cluster","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2164","2164","B2C","Eraser Bomb","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2165","2165","B1Q","Gigantic Cluster","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","2166","2166","B2Q","Eraser Bomb","0x0","0x1","0xffff","0xffff","65535","0xffff"
